,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,counter,name
814280,2008,2,23,6,1850.0,1600,2018.0,1724,UA,119,N202UA,88.0,84.0,56.0,174.0,170.0,SFO,LAX,337,10.0,22.0,0,,0,0.0,0.0,4.0,0.0,170.0,20443,San Francisco International Airport
814287,2008,2,16,6,1742.0,1558,1935.0,1753,UA,120,N905UA,113.0,115.0,94.0,102.0,104.0,TUS,DEN,639,8.0,11.0,0,,0,0.0,0.0,0.0,0.0,102.0,4449,Tucson International Airport
814288,2008,2,23,6,1610.0,1558,1800.0,1753,UA,120,N340UA,110.0,115.0,88.0,7.0,12.0,TUS,DEN,639,5.0,17.0,0,,0,,,,,,4449,Tucson International Airport
814290,2008,2,2,6,1102.0,1110,1230.0,1247,UA,121,N910UA,148.0,157.0,133.0,-17.0,-8.0,BDL,ORD,783,3.0,12.0,0,,0,,,,,,4900,Bradley International Airport
814297,2008,2,9,6,1114.0,1123,1258.0,1300,UA,121,N348UA,164.0,157.0,131.0,-2.0,-9.0,BDL,ORD,783,6.0,27.0,0,,0,,,,,,4900,Bradley International Airport
814304,2008,2,16,6,1036.0,1043,1201.0,1220,UA,121,N385UA,145.0,157.0,131.0,-19.0,-7.0,BDL,ORD,783,3.0,11.0,0,,0,,,,,,4900,Bradley International Airport
814311,2008,2,23,6,1052.0,1043,1204.0,1220,UA,121,N364UA,132.0,157.0,118.0,-16.0,9.0,BDL,ORD,783,2.0,12.0,0,,0,,,,,,4900,Bradley International Airport
814319,2008,2,2,6,1527.0,1500,1757.0,1728,UA,121,N534UA,270.0,268.0,242.0,29.0,27.0,ORD,LAX,1745,11.0,17.0,0,,0,8.0,0.0,2.0,0.0,19.0,51439,Chicago O'Hare International Airport
814326,2008,2,9,6,1512.0,1500,1722.0,1728,UA,121,N535UA,250.0,268.0,227.0,-6.0,12.0,ORD,LAX,1745,12.0,11.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814333,2008,2,16,6,1502.0,1502,1711.0,1730,UA,121,N529UA,249.0,268.0,233.0,-19.0,0.0,ORD,LAX,1745,6.0,10.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814340,2008,2,23,6,1502.0,1502,1723.0,1730,UA,121,N569UA,261.0,268.0,242.0,-7.0,0.0,ORD,LAX,1745,8.0,11.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814375,2008,2,16,6,1856.0,1805,47.0,2359,UA,124,N847UA,231.0,234.0,212.0,48.0,51.0,LAX,ORD,1745,6.0,13.0,0,,0,48.0,0.0,0.0,0.0,0.0,32611,Los Angeles International Airport
814382,2008,2,23,6,1801.0,1805,2343.0,2359,UA,124,N814UA,222.0,234.0,201.0,-16.0,-4.0,LAX,ORD,1745,5.0,16.0,0,,0,,,,,,32611,Los Angeles International Airport
814389,2008,2,16,6,1739.0,1659,1850.0,1816,UA,125,N932UA,71.0,77.0,57.0,34.0,40.0,ORD,DSM,299,3.0,11.0,0,,0,15.0,0.0,0.0,0.0,19.0,51439,Chicago O'Hare International Airport
814390,2008,2,23,6,1718.0,1659,1815.0,1816,UA,125,N925UA,57.0,77.0,45.0,-1.0,19.0,ORD,DSM,299,3.0,9.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814392,2008,2,2,6,2313.0,2310,453.0,501,UA,126,N676UA,220.0,231.0,196.0,-8.0,3.0,LAX,ORD,1745,6.0,18.0,0,,0,,,,,,32611,Los Angeles International Airport
814399,2008,2,9,6,2340.0,2310,547.0,501,UA,126,N675UA,247.0,231.0,224.0,46.0,30.0,LAX,ORD,1745,9.0,14.0,0,,0,30.0,0.0,16.0,0.0,0.0,32611,Los Angeles International Airport
814406,2008,2,16,6,2313.0,2300,520.0,451,UA,126,N669UA,247.0,231.0,224.0,29.0,13.0,LAX,ORD,1745,5.0,18.0,0,,0,13.0,0.0,16.0,0.0,0.0,32611,Los Angeles International Airport
814413,2008,2,23,6,2308.0,2300,442.0,451,UA,126,N667UA,214.0,231.0,190.0,-9.0,8.0,LAX,ORD,1745,4.0,20.0,0,,0,,,,,,32611,Los Angeles International Airport
814421,2008,2,2,6,1715.0,1632,1817.0,1729,UA,127,N326UA,122.0,117.0,89.0,48.0,43.0,BUF,ORD,473,7.0,26.0,0,,0,43.0,0.0,5.0,0.0,0.0,3557,Buffalo Niagara International Airport
814428,2008,2,9,6,1624.0,1632,1713.0,1729,UA,127,N203UA,109.0,117.0,92.0,-16.0,-8.0,BUF,ORD,473,4.0,13.0,0,,0,,,,,,3557,Buffalo Niagara International Airport
814435,2008,2,16,6,1641.0,1631,1712.0,1728,UA,127,N341UA,91.0,117.0,76.0,-16.0,10.0,BUF,ORD,473,2.0,13.0,0,,0,,,,,,3557,Buffalo Niagara International Airport
814442,2008,2,23,6,1628.0,1631,1654.0,1728,UA,127,N313UA,86.0,117.0,73.0,-34.0,-3.0,BUF,ORD,473,2.0,11.0,0,,0,,,,,,3557,Buffalo Niagara International Airport
814450,2008,2,2,6,1844.0,1840,2111.0,2111,UA,127,N425UA,267.0,271.0,245.0,0.0,4.0,ORD,LAX,1745,4.0,18.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814457,2008,2,9,6,1845.0,1840,2124.0,2111,UA,127,N852UA,279.0,271.0,248.0,13.0,5.0,ORD,LAX,1745,14.0,17.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814464,2008,2,16,6,2005.0,1830,2238.0,2101,UA,127,N436UA,273.0,271.0,223.0,97.0,95.0,ORD,LAX,1745,29.0,21.0,0,,0,95.0,0.0,2.0,0.0,0.0,51439,Chicago O'Hare International Airport
814471,2008,2,23,6,1850.0,1830,2111.0,2101,UA,127,N419UA,261.0,271.0,243.0,10.0,20.0,ORD,LAX,1745,7.0,11.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814479,2008,2,2,6,,745,,1042,UA,128,,,117.0,,,,ORD,PHL,678,,,1,A,0,,,,,,51439,Chicago O'Hare International Airport
814486,2008,2,9,6,740.0,745,1028.0,1042,UA,128,N374UA,108.0,117.0,89.0,-14.0,-5.0,ORD,PHL,678,4.0,15.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814493,2008,2,16,6,735.0,736,1027.0,1033,UA,128,N921UA,112.0,117.0,85.0,-6.0,-1.0,ORD,PHL,678,6.0,21.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814500,2008,2,23,6,727.0,736,1012.0,1033,UA,128,N313UA,105.0,117.0,91.0,-21.0,-9.0,ORD,PHL,678,6.0,8.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814529,2008,2,2,6,2134.0,2000,6.0,2239,UA,129,N454UA,272.0,279.0,250.0,87.0,94.0,ORD,LAX,1745,11.0,11.0,0,,0,87.0,0.0,0.0,0.0,0.0,51439,Chicago O'Hare International Airport
814536,2008,2,9,6,2150.0,2000,18.0,2239,UA,129,N455UA,268.0,279.0,243.0,99.0,110.0,ORD,LAX,1745,16.0,9.0,0,,0,13.0,0.0,0.0,0.0,86.0,51439,Chicago O'Hare International Airport
814543,2008,2,16,6,2137.0,2030,2400.0,2300,UA,129,N568UA,263.0,270.0,235.0,60.0,67.0,ORD,LAX,1745,5.0,23.0,0,,0,60.0,0.0,0.0,0.0,0.0,51439,Chicago O'Hare International Airport
814550,2008,2,23,6,2045.0,2030,2322.0,2300,UA,129,N674UA,277.0,270.0,238.0,22.0,15.0,ORD,LAX,1745,24.0,15.0,0,,0,0.0,0.0,12.0,0.0,10.0,51439,Chicago O'Hare International Airport
814560,2008,2,16,6,1850.0,1837,2002.0,2015,UA,130,N329UA,72.0,98.0,58.0,-13.0,13.0,MCI,ORD,403,4.0,10.0,0,,0,,,,,,10170,Kansas City International Airport
814567,2008,2,23,6,1820.0,1837,1940.0,2015,UA,130,N327UA,80.0,98.0,64.0,-35.0,-17.0,MCI,ORD,403,5.0,11.0,0,,0,,,,,,10170,Kansas City International Airport
814577,2008,2,16,6,2130.0,2130,2317.0,2316,UA,130,N371UA,47.0,46.0,22.0,1.0,0.0,ORD,GRR,137,6.0,19.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814584,2008,2,23,6,2123.0,2130,2322.0,2316,UA,130,N399UA,59.0,46.0,31.0,6.0,-7.0,ORD,GRR,137,5.0,23.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814615,2008,2,2,6,740.0,745,905.0,908,UA,133,N381UA,85.0,83.0,54.0,-3.0,-5.0,SFO,LAX,337,11.0,20.0,0,,0,,,,,,20443,San Francisco International Airport
814621,2008,2,9,6,740.0,745,908.0,908,UA,133,N932UA,88.0,83.0,59.0,0.0,-5.0,SFO,LAX,337,16.0,13.0,0,,0,,,,,,20443,San Francisco International Airport
814638,2008,2,2,6,838.0,839,1416.0,1450,UA,134,N568UA,218.0,251.0,200.0,-34.0,-1.0,SFO,ORD,1846,5.0,13.0,0,,0,,,,,,20443,San Francisco International Airport
814645,2008,2,9,6,,839,,1450,UA,134,,,251.0,,,,SFO,ORD,1846,,,1,A,0,,,,,,20443,San Francisco International Airport
814652,2008,2,16,6,840.0,840,1436.0,1451,UA,134,N569UA,236.0,251.0,214.0,-15.0,0.0,SFO,ORD,1846,3.0,19.0,0,,0,,,,,,20443,San Francisco International Airport
814659,2008,2,23,6,849.0,840,1454.0,1451,UA,134,N534UA,245.0,251.0,208.0,3.0,9.0,SFO,ORD,1846,8.0,29.0,0,,0,,,,,,20443,San Francisco International Airport
814667,2008,2,2,6,,1115,,1208,UA,135,,,53.0,,,,DEN,GUC,152,,,1,B,0,,,,,,36858,Denver International Airport
814671,2008,2,9,6,1245.0,1115,1330.0,1208,UA,135,N456UA,45.0,53.0,32.0,82.0,90.0,DEN,GUC,152,5.0,8.0,0,,0,0.0,0.0,0.0,0.0,82.0,36858,Denver International Airport
814675,2008,2,16,6,1111.0,1115,1206.0,1208,UA,135,N807UA,55.0,53.0,38.0,-2.0,-4.0,DEN,GUC,152,5.0,12.0,0,,0,,,,,,36858,Denver International Airport
814679,2008,2,23,6,1109.0,1115,1152.0,1208,UA,135,N811UA,43.0,53.0,27.0,-16.0,-6.0,DEN,GUC,152,5.0,11.0,0,,0,,,,,,36858,Denver International Airport
814684,2008,2,2,6,952.0,954,1601.0,1605,UA,136,N563UA,249.0,251.0,229.0,-4.0,-2.0,SFO,ORD,1846,8.0,12.0,0,,0,,,,,,20443,San Francisco International Airport
814691,2008,2,9,6,953.0,954,1559.0,1605,UA,136,N501UA,246.0,251.0,222.0,-6.0,-1.0,SFO,ORD,1846,5.0,19.0,0,,0,,,,,,20443,San Francisco International Airport
814698,2008,2,16,6,937.0,940,1538.0,1554,UA,136,N805UA,241.0,254.0,219.0,-16.0,-3.0,SFO,ORD,1846,7.0,15.0,0,,0,,,,,,20443,San Francisco International Airport
814705,2008,2,23,6,939.0,940,1536.0,1554,UA,136,N840UA,237.0,254.0,209.0,-18.0,-1.0,SFO,ORD,1846,7.0,21.0,0,,0,,,,,,20443,San Francisco International Airport
814712,2008,2,16,6,700.0,700,1305.0,1314,UA,138,N840UA,245.0,254.0,215.0,-9.0,0.0,SFO,ORD,1846,4.0,26.0,0,,0,,,,,,20443,San Francisco International Airport
814713,2008,2,23,6,651.0,700,1245.0,1314,UA,138,N819UA,234.0,254.0,218.0,-29.0,-9.0,SFO,ORD,1846,6.0,10.0,0,,0,,,,,,20443,San Francisco International Airport
814715,2008,2,2,6,1016.0,945,1306.0,1222,UA,139,N546UA,290.0,277.0,258.0,44.0,31.0,ORD,SFO,1846,5.0,27.0,0,,0,0.0,0.0,44.0,0.0,0.0,51439,Chicago O'Hare International Airport
814722,2008,2,9,6,948.0,945,1219.0,1222,UA,139,N515UA,271.0,277.0,250.0,-3.0,3.0,ORD,SFO,1846,7.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814729,2008,2,16,6,1000.0,945,1207.0,1215,UA,139,N210UA,247.0,270.0,229.0,-8.0,15.0,ORD,SFO,1846,4.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814736,2008,2,23,6,808.0,807,1053.0,1044,UA,139,N513UA,285.0,277.0,259.0,9.0,1.0,ORD,SFO,1846,7.0,19.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814744,2008,2,2,6,845.0,845,945.0,956,UA,141,N821UA,120.0,131.0,100.0,-11.0,0.0,IAD,ORD,589,4.0,16.0,0,,0,,,,,,12204,Washington Dulles International Airport
814751,2008,2,9,6,907.0,845,1006.0,956,UA,141,N426UA,119.0,131.0,98.0,10.0,22.0,IAD,ORD,589,6.0,15.0,0,,0,,,,,,12204,Washington Dulles International Airport
814758,2008,2,16,6,834.0,835,921.0,945,UA,141,N594UA,107.0,130.0,95.0,-24.0,-1.0,IAD,ORD,589,3.0,9.0,0,,0,,,,,,12204,Washington Dulles International Airport
814764,2008,2,23,6,831.0,835,947.0,948,UA,141,N349UA,136.0,133.0,98.0,-1.0,-4.0,IAD,ORD,589,12.0,26.0,0,,0,,,,,,12204,Washington Dulles International Airport
814783,2008,2,16,6,833.0,830,936.0,946,UA,142,N918UA,63.0,76.0,48.0,-10.0,3.0,MSP,ORD,334,4.0,11.0,0,,0,,,,,,22022,Minneapolis-St Paul International/Wold-Chamberlain Airport
814790,2008,2,23,6,828.0,830,1000.0,946,UA,142,N930UA,92.0,76.0,45.0,14.0,-2.0,MSP,ORD,334,38.0,9.0,0,,0,,,,,,22022,Minneapolis-St Paul International/Wold-Chamberlain Airport
814798,2008,2,2,6,1150.0,1130,1455.0,1411,UA,143,N428UA,305.0,281.0,268.0,44.0,20.0,ORD,SFO,1846,5.0,32.0,0,,0,20.0,0.0,24.0,0.0,0.0,51439,Chicago O'Hare International Airport
814805,2008,2,9,6,1123.0,1130,1400.0,1411,UA,143,N814UA,277.0,281.0,262.0,-11.0,-7.0,ORD,SFO,1846,4.0,11.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814812,2008,2,16,6,1145.0,1135,1404.0,1416,UA,143,N468UA,259.0,281.0,239.0,-12.0,10.0,ORD,SFO,1846,7.0,13.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814819,2008,2,23,6,1247.0,1135,1545.0,1416,UA,143,N435UA,298.0,281.0,254.0,89.0,72.0,ORD,SFO,1846,8.0,36.0,0,,0,0.0,0.0,89.0,0.0,0.0,51439,Chicago O'Hare International Airport
814827,2008,2,2,6,1448.0,1318,1637.0,1501,UA,144,N371UA,109.0,103.0,84.0,96.0,90.0,PDX,SFO,550,6.0,19.0,0,,0,0.0,0.0,96.0,0.0,0.0,8048,Portland International Airport
814834,2008,2,9,6,1312.0,1318,1450.0,1501,UA,144,N385UA,98.0,103.0,88.0,-11.0,-6.0,PDX,SFO,550,4.0,6.0,0,,0,,,,,,8048,Portland International Airport
814841,2008,2,16,6,1325.0,1320,1515.0,1503,UA,144,N373UA,110.0,103.0,80.0,12.0,5.0,PDX,SFO,550,7.0,23.0,0,,0,,,,,,8048,Portland International Airport
814848,2008,2,23,6,1601.0,1320,1820.0,1503,UA,144,N202UA,139.0,103.0,125.0,197.0,161.0,PDX,SFO,550,5.0,9.0,0,,0,0.0,0.0,141.0,0.0,56.0,8048,Portland International Airport
814856,2008,2,2,6,1238.0,1230,1608.0,1507,UA,145,N536UA,330.0,277.0,257.0,61.0,8.0,ORD,SFO,1846,4.0,69.0,0,,0,8.0,0.0,53.0,0.0,0.0,51439,Chicago O'Hare International Airport
814863,2008,2,9,6,1232.0,1230,1508.0,1507,UA,145,N566UA,276.0,277.0,255.0,1.0,2.0,ORD,SFO,1846,3.0,18.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814870,2008,2,16,6,1304.0,1305,1527.0,1542,UA,145,N535UA,263.0,277.0,241.0,-15.0,-1.0,ORD,SFO,1846,3.0,19.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814877,2008,2,23,6,1313.0,1305,1605.0,1542,UA,145,N548UA,292.0,277.0,265.0,23.0,8.0,ORD,SFO,1846,6.0,21.0,0,,0,8.0,0.0,15.0,0.0,0.0,51439,Chicago O'Hare International Airport
814885,2008,2,2,6,1833.0,1755,2123.0,2050,UA,146,N910UA,110.0,115.0,87.0,33.0,38.0,ORD,RDU,647,3.0,20.0,0,,0,0.0,6.0,0.0,0.0,27.0,51439,Chicago O'Hare International Airport
814892,2008,2,9,6,1755.0,1755,2038.0,2050,UA,146,N935UA,103.0,115.0,87.0,-12.0,0.0,ORD,RDU,647,4.0,12.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814899,2008,2,16,6,1914.0,1841,2226.0,2136,UA,146,N929UA,132.0,115.0,85.0,50.0,33.0,ORD,RDU,647,6.0,41.0,0,,0,33.0,0.0,17.0,0.0,0.0,51439,Chicago O'Hare International Airport
814906,2008,2,23,6,1840.0,1841,2125.0,2136,UA,146,N310UA,105.0,115.0,90.0,-11.0,-1.0,ORD,RDU,647,5.0,10.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814914,2008,2,2,6,1133.0,1000,1322.0,1135,UA,147,N399UA,109.0,95.0,88.0,107.0,93.0,SAN,SFO,447,7.0,14.0,0,,0,0.0,0.0,107.0,0.0,0.0,14113,San Diego International Airport
814921,2008,2,9,6,959.0,1000,1130.0,1135,UA,147,N386UA,91.0,95.0,66.0,-5.0,-1.0,SAN,SFO,447,8.0,17.0,0,,0,,,,,,14113,San Diego International Airport
814941,2008,2,2,6,1927.0,1800,2206.0,2102,UA,148,N576UA,99.0,122.0,80.0,64.0,87.0,ORD,PHL,678,5.0,14.0,0,,0,64.0,0.0,0.0,0.0,0.0,51439,Chicago O'Hare International Airport
814948,2008,2,9,6,1805.0,1800,2047.0,2102,UA,148,N579UA,102.0,122.0,82.0,-15.0,5.0,ORD,PHL,678,4.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814955,2008,2,16,6,1808.0,1810,2058.0,2112,UA,148,N556UA,110.0,122.0,83.0,-14.0,-2.0,ORD,PHL,678,5.0,22.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814962,2008,2,23,6,1813.0,1810,2110.0,2112,UA,148,N501UA,117.0,122.0,89.0,-2.0,3.0,ORD,PHL,678,6.0,22.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814970,2008,2,2,6,1504.0,1500,1741.0,1730,UA,149,N221UA,277.0,270.0,253.0,11.0,4.0,ORD,SFO,1846,5.0,19.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814977,2008,2,9,6,1500.0,1500,1722.0,1730,UA,149,N215UA,262.0,270.0,246.0,-8.0,0.0,ORD,SFO,1846,3.0,13.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814984,2008,2,16,6,1446.0,1445,1706.0,1722,UA,149,N553UA,260.0,277.0,240.0,-16.0,1.0,ORD,SFO,1846,6.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
814991,2008,2,23,6,1451.0,1445,1740.0,1722,UA,149,N535UA,289.0,277.0,271.0,18.0,6.0,ORD,SFO,1846,8.0,10.0,0,,0,6.0,0.0,12.0,0.0,0.0,51439,Chicago O'Hare International Airport
815024,2008,2,2,6,1211.0,1215,1304.0,1328,UA,151,N346UA,113.0,133.0,102.0,-24.0,-4.0,IAD,ORD,589,3.0,8.0,0,,0,,,,,,12204,Washington Dulles International Airport
815031,2008,2,9,6,1209.0,1215,1303.0,1328,UA,151,N918UA,114.0,133.0,101.0,-25.0,-6.0,IAD,ORD,589,4.0,9.0,0,,0,,,,,,12204,Washington Dulles International Airport
815038,2008,2,16,6,1218.0,1218,1320.0,1331,UA,151,N399UA,122.0,133.0,100.0,-11.0,0.0,IAD,ORD,589,11.0,11.0,0,,0,,,,,,12204,Washington Dulles International Airport
815045,2008,2,23,6,,1218,,1331,UA,151,,,133.0,,,,IAD,ORD,589,,,1,B,0,,,,,,12204,Washington Dulles International Airport
815055,2008,2,16,6,1803.0,1800,2400.0,1,UA,152,N430UA,237.0,241.0,218.0,-1.0,3.0,SFO,ORD,1846,5.0,14.0,0,,0,,,,,,20443,San Francisco International Airport
815062,2008,2,23,6,1758.0,1800,2355.0,1,UA,152,N816UA,237.0,241.0,216.0,-6.0,-2.0,SFO,ORD,1846,6.0,15.0,0,,0,,,,,,20443,San Francisco International Airport
815070,2008,2,2,6,1549.0,1554,1613.0,1614,UA,153,N847UA,84.0,80.0,55.0,-1.0,-5.0,DTW,ORD,235,3.0,26.0,0,,0,,,,,,25905,Detroit Metropolitan Wayne County Airport
815077,2008,2,9,6,1551.0,1554,1612.0,1614,UA,153,N847UA,81.0,80.0,66.0,-2.0,-3.0,DTW,ORD,235,2.0,13.0,0,,0,,,,,,25905,Detroit Metropolitan Wayne County Airport
815084,2008,2,16,6,1546.0,1551,1557.0,1610,UA,153,N536UA,71.0,79.0,51.0,-13.0,-5.0,DTW,ORD,235,3.0,17.0,0,,0,,,,,,25905,Detroit Metropolitan Wayne County Airport
815091,2008,2,23,6,1552.0,1551,1608.0,1610,UA,153,N563UA,76.0,79.0,51.0,-2.0,1.0,DTW,ORD,235,7.0,18.0,0,,0,,,,,,25905,Detroit Metropolitan Wayne County Airport
815099,2008,2,2,6,1747.0,1746,2038.0,2035,UA,153,N835UA,171.0,169.0,143.0,3.0,1.0,ORD,IAH,925,7.0,21.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815106,2008,2,9,6,1741.0,1746,2011.0,2041,UA,153,N907UA,150.0,175.0,130.0,-30.0,-5.0,ORD,IAH,925,8.0,12.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815113,2008,2,16,6,1739.0,1740,2025.0,2029,UA,153,N845UA,166.0,169.0,145.0,-4.0,-1.0,ORD,IAH,925,7.0,14.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815120,2008,2,23,6,1738.0,1740,2018.0,2029,UA,153,N420UA,160.0,169.0,132.0,-11.0,-2.0,ORD,IAH,925,5.0,23.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815128,2008,2,2,6,609.0,615,1105.0,1126,UA,154,N588UA,176.0,191.0,158.0,-21.0,-6.0,DEN,IAD,1452,5.0,13.0,0,,0,,,,,,36858,Denver International Airport
815135,2008,2,9,6,615.0,615,1142.0,1126,UA,154,N495UA,207.0,191.0,169.0,16.0,0.0,DEN,IAD,1452,6.0,32.0,0,,0,0.0,0.0,16.0,0.0,0.0,36858,Denver International Airport
815142,2008,2,16,6,608.0,615,1128.0,1126,UA,154,N598UA,200.0,191.0,168.0,2.0,-7.0,DEN,IAD,1452,6.0,26.0,0,,0,,,,,,36858,Denver International Airport
815149,2008,2,23,6,616.0,615,1141.0,1126,UA,154,N504UA,205.0,191.0,173.0,15.0,1.0,DEN,IAD,1452,7.0,25.0,0,,0,0.0,0.0,15.0,0.0,0.0,36858,Denver International Airport
815157,2008,2,2,6,2052.0,2005,2341.0,2242,UA,155,N540UA,289.0,277.0,267.0,59.0,47.0,ORD,SFO,1846,11.0,11.0,0,,0,0.0,0.0,12.0,0.0,47.0,51439,Chicago O'Hare International Airport
815164,2008,2,9,6,2008.0,2005,2246.0,2242,UA,155,N583UA,278.0,277.0,259.0,4.0,3.0,ORD,SFO,1846,3.0,16.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815171,2008,2,16,6,2040.0,2040,2307.0,2311,UA,155,N572UA,267.0,271.0,241.0,-4.0,0.0,ORD,SFO,1846,6.0,20.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815178,2008,2,23,6,2058.0,2040,2352.0,2311,UA,155,N584UA,294.0,271.0,269.0,41.0,18.0,ORD,SFO,1846,8.0,17.0,0,,0,18.0,0.0,23.0,0.0,0.0,51439,Chicago O'Hare International Airport
815198,2008,2,16,6,1540.0,1545,1754.0,1804,UA,156,N912UA,74.0,79.0,50.0,-10.0,-5.0,ORD,DTW,235,6.0,18.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815205,2008,2,23,6,1542.0,1545,1801.0,1804,UA,156,N927UA,79.0,79.0,48.0,-3.0,-3.0,ORD,DTW,235,7.0,24.0,0,,0,,,,,,51439,Chicago O'Hare International Airport
815213,2008,2,2,6,2310.0,2315,501.0,513,UA,158,N537UA,231.0,238.0,204.0,-12.0,-5.0,SFO,ORD,1846,5.0,22.0,0,,0,,,,,,20443,San Francisco International Airport
815220,2008,2,9,6,2317.0,2315,508.0,513,UA,158,N539UA,231.0,238.0,212.0,-5.0,2.0,SFO,ORD,1846,6.0,13.0,0,,0,,,,,,20443,San Francisco International Airport
815227,2008,2,16,6,2313.0,2315,502.0,508,UA,158,N213UA,229.0,233.0,211.0,-6.0,-2.0,SFO,ORD,1846,6.0,12.0,0,,0,,,,,,20443,San Francisco International Airport
815234,2008,2,23,6,2317.0,2315,505.0,508,UA,158,N210UA,228.0,233.0,208.0,-3.0,2.0,SFO,ORD,1846,8.0,12.0,0,,0,,,,,,20443,San Francisco International Airport
815242,2008,2,2,6,936.0,943,1148.0,1130,UA,160,N825UA,132.0,107.0,80.0,18.0,-7.0,BOI,DEN,649,31.0,21.0,0,,0,0.0,0.0,18.0,0.0,0.0,2855,Boise Air Terminal/Gowen field
815249,2008,2,9,6,934.0,943,1133.0,1130,UA,160,N836UA,119.0,107.0,83.0,3.0,-9.0,BOI,DEN,649,26.0,10.0,0,,0,,,,,,2855,Boise Air Terminal/Gowen field
815256,2008,2,16,6,1122.0,913,1310.0,1101,UA,160,N930UA,108.0,108.0,91.0,129.0,129.0,BOI,DEN,649,5.0,12.0,0,,0,129.0,0.0,0.0,0.0,0.0,2855,Boise Air Terminal/Gowen field
815263,2008,2,23,6,904.0,913,1058.0,1101,UA,160,N374UA,114.0,108.0,89.0,-3.0,-9.0,BOI,DEN,649,16.0,9.0,0,,0,,,,,,2855,Boise Air Terminal/Gowen field
815271,2008,2,2,6,1338.0,1215,1555.0,1437,UA,160,N313UA,77.0,82.0,62.0,78.0,83.0,DEN,OMA,472,2.0,13.0,0,,0,68.0,0.0,0.0,0.0,10.0,36858,Denver International Airport
815278,2008,2,9,6,1255.0,1215,1512.0,1437,UA,160,N365UA,77.0,82.0,63.0,35.0,40.0,DEN,OMA,472,3.0,11.0,0,,0,0.0,0.0,0.0,0.0,35.0,36858,Denver International Airport
815285,2008,2,16,6,1210.0,1216,1429.0,1438,UA,160,N855UA,79.0,82.0,63.0,-9.0,-6.0,DEN,OMA,472,4.0,12.0,0,,0,,,,,,36858,Denver International Airport
815292,2008,2,23,6,1218.0,1216,1437.0,1438,UA,160,N823UA,79.0,82.0,62.0,-1.0,2.0,DEN,OMA,472,4.0,13.0,0,,0,,,,,,36858,Denver International Airport
815300,2008,2,2,6,1601.0,1425,2348.0,2251,UA,162,N434UA,287.0,326.0,273.0,57.0,96.0,LAX,BOS,2611,3.0,11.0,0,,0,5.0,0.0,0.0,0.0,52.0,32611,Los Angeles International Airport
815307,2008,2,9,6,1446.0,1425,2249.0,2251,UA,162,N463UA,303.0,326.0,285.0,-2.0,21.0,LAX,BOS,2611,6.0,12.0,0,,0,,,,,,32611,Los Angeles International Airport
815314,2008,2,16,6,836.0,840,1704.0,1702,UA,162,N593UA,328.0,322.0,304.0,2.0,-4.0,LAX,BOS,2611,7.0,17.0,0,,0,,,,,,32611,Los Angeles International Airport
815321,2008,2,23,6,847.0,840,1703.0,1702,UA,162,N529UA,316.0,322.0,296.0,1.0,7.0,LAX,BOS,2611,6.0,14.0,0,,0,,,,,,32611,Los Angeles International Airport
